:START_ID,:END_ID,:TYPE,ChapterMatch,Flag
i9cm_11049,i10cm_54602,Forward,,0000
i9cm_11049,i10cm_56660,Forward,,0000
i9cm_11049,i10cm_56687,Forward,,0000
i9cm_11050,i10cm_54230,Forward,,0000
i9cm_11050,i10cm_54362,Forward,,0000
i9cm_11051,i10cm_24914,Forward,,0000
i9cm_11052,i10cm_24347,Forward,,0000
i9cm_11053,i10cm_25751,Forward,,0000
i9cm_11053,i10cm_27110,Forward,,0000
i9cm_11053,i10cm_29216,Forward,,0000
i9cm_11053,i10cm_29261,Forward,,0000
i9cm_11054,i10cm_25889,Forward,,0000
i9cm_11054,i10cm_25904,Forward,,0000
i9cm_11054,i10cm_27173,Forward,,0000
i9cm_11054,i10cm_27185,Forward,,0000
i9cm_11054,i10cm_29264,Forward,,0000
i9cm_11054,i10cm_29267,Forward,,0000
i9cm_11054,i10cm_29285,Forward,,0000
i9cm_11055,i10cm_32243,Forward,,0000
i9cm_11055,i10cm_36281,Forward,,0000
i9cm_11055,i10cm_41294,Forward,,0000
i9cm_11056,i10cm_45287,Forward,,0000
i9cm_11056,i10cm_49688,Forward,,0000
i9cm_11056,i10cm_53066,Forward,,0000
i9cm_11057,i10cm_25904,Forward,,0000
i9cm_11057,i10cm_27185,Forward,,0000
i9cm_11057,i10cm_29285,Forward,,0000
i9cm_11057,i10cm_32243,Forward,,0000
i9cm_11057,i10cm_36281,Forward,,0000
i9cm_11057,i10cm_41294,Forward,,0000
i9cm_11057,i10cm_45287,Forward,,0000
i9cm_11057,i10cm_49688,Forward,,0000
i9cm_11057,i10cm_53066,Forward,,0000
i9cm_11058,i10cm_27422,Forward,,0000
i9cm_11058,i10cm_27584,Forward,,0000
i9cm_11059,i10cm_29834,Forward,,0000
i9cm_11060,i10cm_30083,Forward,,0000
i9cm_11061,i10cm_24959,Forward,,0000
i9cm_11061,i10cm_26054,Forward,,0000
i9cm_11061,i10cm_32393,Forward,,0000
i9cm_11061,i10cm_36404,Forward,,0000
i9cm_11061,i10cm_41561,Forward,,0000
i9cm_11061,i10cm_45437,Forward,,0000
i9cm_11061,i10cm_49946,Forward,,0000
i9cm_11061,i10cm_53189,Forward,,0000
i9cm_11062,i10cm_27374,Forward,,0000
i9cm_11062,i10cm_29501,Forward,,0000
i9cm_11063,i10cm_53996,Forward,,0000
i9cm_11063,i10cm_54011,Forward,,0000
i9cm_11063,i10cm_54017,Forward,,0000
i9cm_11063,i10cm_54140,Forward,,0000
i9cm_11063,i10cm_54164,Forward,,0000
i9cm_11063,i10cm_54206,Forward,,0000
i9cm_11063,i10cm_54227,Forward,,0000
i9cm_11064,i10cm_62157,Forward,,0000
i9cm_11065,i10cm_25016,Forward,,0000
i9cm_11065,i10cm_26066,Forward,,0000
i9cm_11065,i10cm_27650,Forward,,0000
i9cm_11065,i10cm_30185,Forward,,0000
i9cm_11065,i10cm_30188,Forward,,0000
i9cm_11065,i10cm_30191,Forward,,0000
i9cm_11065,i10cm_30194,Forward,,0000
i9cm_11065,i10cm_32918,Forward,,0000
i9cm_11065,i10cm_37277,Forward,,0000
i9cm_11065,i10cm_42398,Forward,,0000
i9cm_11065,i10cm_45941,Forward,,0000
i9cm_11065,i10cm_45950,Forward,,0000
i9cm_11065,i10cm_50624,Forward,,0000
i9cm_11065,i10cm_53945,Forward,,0000
i9cm_11065,i10cm_53954,Forward,,0000
i9cm_11065,i10cm_53957,Forward,,0000
i9cm_11066,i10cm_60060,Forward,,0000
i9cm_11067,i10cm_61692,Forward,,0000
i9cm_11067,i10cm_61695,Forward,,0000
i9cm_11067,i10cm_61698,Forward,,0000
i9cm_11067,i10cm_61701,Forward,,0000
i9cm_11068,i10cm_11333,Forward,,0000
i9cm_11069,i10cm_62772,Forward,,0000
i9cm_11069,i10cm_62775,Forward,,0000
i9cm_11069,i10cm_63813,Forward,,0000
i9cm_11070,i10cm_62010,Forward,,0000
i9cm_11071,i10cm_60072,Forward,,0000
i9cm_11071,i10cm_63807,Forward,,0000
i9cm_11072,i10cm_62103,Forward,,0000
i9cm_11073,i10cm_23247,Forward,,0000
i9cm_11073,i10cm_23343,Forward,,0000
i9cm_11073,i10cm_23379,Forward,,0000
i9cm_11073,i10cm_23442,Forward,,0000
i9cm_11073,i10cm_23445,Forward,,0000
i9cm_11073,i10cm_23511,Forward,,0000
i9cm_11073,i10cm_25032,Forward,,0000
i9cm_11073,i10cm_25077,Forward,,0000
i9cm_11074,i10cm_11147,Forward,,0112
i9cm_11074,i10cm_23508,Forward,,0111
i9cm_11074,i10cm_25077,Forward,,0111
i9cm_11075,i10cm_23250,Forward,,0000
i9cm_11075,i10cm_23346,Forward,,0000
i9cm_11075,i10cm_23388,Forward,,0000
i9cm_11075,i10cm_23448,Forward,,0000
i9cm_11075,i10cm_23451,Forward,,0000
i9cm_11075,i10cm_23514,Forward,,0000
i9cm_11075,i10cm_25035,Forward,,0000
i9cm_11075,i10cm_25080,Forward,,0000
i9cm_11076,i10cm_11147,Forward,,0112
i9cm_11076,i10cm_23514,Forward,,0111
i9cm_11076,i10cm_25080,Forward,,0111
i9cm_11077,i10cm_23262,Forward,,0000
i9cm_11077,i10cm_23358,Forward,,0000
i9cm_11077,i10cm_23424,Forward,,0000
i9cm_11077,i10cm_23472,Forward,,0000
i9cm_11077,i10cm_23526,Forward,,0000
i9cm_11077,i10cm_25044,Forward,,0000
i9cm_11077,i10cm_25092,Forward,,0000
i9cm_11078,i10cm_11147,Forward,,0112
i9cm_11078,i10cm_23526,Forward,,0111
i9cm_11078,i10cm_25092,Forward,,0111
i9cm_11079,i10cm_23259,Forward,,0000
i9cm_11079,i10cm_23355,Forward,,0000
i9cm_11079,i10cm_23415,Forward,,0000
i9cm_11079,i10cm_23466,Forward,,0000
i9cm_11079,i10cm_23469,Forward,,0000
i9cm_11079,i10cm_23523,Forward,,0000
i9cm_11079,i10cm_25041,Forward,,0000
i9cm_11079,i10cm_25089,Forward,,0000
i9cm_11080,i10cm_11147,Forward,,0112
i9cm_11080,i10cm_23523,Forward,,0111
i9cm_11080,i10cm_25089,Forward,,0111
i9cm_11081,i10cm_23244,Forward,,0000
i9cm_11081,i10cm_23340,Forward,,0000
i9cm_11081,i10cm_23370,Forward,,0000
i9cm_11081,i10cm_23436,Forward,,0000
i9cm_11081,i10cm_23439,Forward,,0000
i9cm_11081,i10cm_23508,Forward,,0000
i9cm_11081,i10cm_25029,Forward,,0000
i9cm_11081,i10cm_25050,Forward,,0000
i9cm_11082,i10cm_11147,Forward,,0112
i9cm_11082,i10cm_23508,Forward,,0111
i9cm_11082,i10cm_25074,Forward,,0111
i9cm_11083,i10cm_26124,Forward,,0000
i9cm_11083,i10cm_26322,Forward,,0000
i9cm_11083,i10cm_27675,Forward,,0000
i9cm_11083,i10cm_27678,Forward,,0000
i9cm_11083,i10cm_27690,Forward,,0000
i9cm_11083,i10cm_27693,Forward,,0000
i9cm_11083,i10cm_27696,Forward,,0000
i9cm_11084,i10cm_11147,Forward,,0112
i9cm_11084,i10cm_26322,Forward,,0111
i9cm_11085,i10cm_26133,Forward,,0000
i9cm_11085,i10cm_26325,Forward,,0000
i9cm_11085,i10cm_27699,Forward,,0000
i9cm_11085,i10cm_27702,Forward,,0000
i9cm_11085,i10cm_27714,Forward,,0000
i9cm_11085,i10cm_27717,Forward,,0000
i9cm_11085,i10cm_27720,Forward,,0000
i9cm_11086,i10cm_11147,Forward,,0112
i9cm_11086,i10cm_26325,Forward,,0111
i9cm_11087,i10cm_26160,Forward,,0000
i9cm_11087,i10cm_26334,Forward,,0000
i9cm_11087,i10cm_27768,Forward,,0000
i9cm_11087,i10cm_27771,Forward,,0000
i9cm_11087,i10cm_27783,Forward,,0000
i9cm_11087,i10cm_27786,Forward,,0000
i9cm_11087,i10cm_27789,Forward,,0000
i9cm_11088,i10cm_11147,Forward,,0112
i9cm_11088,i10cm_26334,Forward,,0111
i9cm_11089,i10cm_26151,Forward,,0000
i9cm_11089,i10cm_26331,Forward,,0000
i9cm_11089,i10cm_27744,Forward,,0000
i9cm_11089,i10cm_27747,Forward,,0000
i9cm_11089,i10cm_27759,Forward,,0000
i9cm_11089,i10cm_27762,Forward,,0000
i9cm_11089,i10cm_27765,Forward,,0000
i9cm_11090,i10cm_11147,Forward,,0112
i9cm_11090,i10cm_26331,Forward,,0111
i9cm_11091,i10cm_26115,Forward,,0000
i9cm_11091,i10cm_26319,Forward,,0000
i9cm_11091,i10cm_27816,Forward,,0000
i9cm_11091,i10cm_27819,Forward,,0000
i9cm_11091,i10cm_27831,Forward,,0000
i9cm_11091,i10cm_27834,Forward,,0000
i9cm_11091,i10cm_27837,Forward,,0000
i9cm_11092,i10cm_11147,Forward,,0112
i9cm_11092,i10cm_26319,Forward,,0111
i9cm_11093,i10cm_30219,Forward,,0000
i9cm_11093,i10cm_30273,Forward,,0000
i9cm_11094,i10cm_11147,Forward,,0112
i9cm_11094,i10cm_30219,Forward,,0111
i9cm_11094,i10cm_30273,Forward,,0111
i9cm_11095,i10cm_30228,Forward,,0000
i9cm_11095,i10cm_30282,Forward,,0000
i9cm_11096,i10cm_11147,Forward,,0112
i9cm_11096,i10cm_30228,Forward,,0111
i9cm_11096,i10cm_30282,Forward,,0111
i9cm_11097,i10cm_30255,Forward,,0000
i9cm_11097,i10cm_30309,Forward,,0000
i9cm_11098,i10cm_11147,Forward,,0112
i9cm_11098,i10cm_30255,Forward,,0111
i9cm_11098,i10cm_30309,Forward,,0111
i9cm_11099,i10cm_30246,Forward,,0000
i9cm_11099,i10cm_30300,Forward,,0000
i9cm_11100,i10cm_11147,Forward,,0112
i9cm_11100,i10cm_30246,Forward,,0111
i9cm_11100,i10cm_30300,Forward,,0111
i9cm_11101,i10cm_30327,Forward,,0000
i9cm_11101,i10cm_30336,Forward,,0000
i9cm_11102,i10cm_11147,Forward,,0112
i9cm_11102,i10cm_30327,Forward,,0111
i9cm_11102,i10cm_30336,Forward,,0111
i9cm_11103,i10cm_32949,Forward,,0000
i9cm_11103,i10cm_33003,Forward,,0000
i9cm_11103,i10cm_37704,Forward,,0000
i9cm_11104,i10cm_11147,Forward,,0112
i9cm_11104,i10cm_32949,Forward,,0111
i9cm_11104,i10cm_33003,Forward,,0111
i9cm_11104,i10cm_37704,Forward,,0111
i9cm_11105,i10cm_32958,Forward,,0000
i9cm_11105,i10cm_33012,Forward,,0000
i9cm_11105,i10cm_37713,Forward,,0000
i9cm_11106,i10cm_11147,Forward,,0112
i9cm_11106,i10cm_32958,Forward,,0111
i9cm_11106,i10cm_33012,Forward,,0111
i9cm_11106,i10cm_37713,Forward,,0111
i9cm_11107,i10cm_32985,Forward,,0000
i9cm_11107,i10cm_33039,Forward,,0000
i9cm_11107,i10cm_37740,Forward,,0000
i9cm_11108,i10cm_11147,Forward,,0112
i9cm_11108,i10cm_32985,Forward,,0111
i9cm_11108,i10cm_33039,Forward,,0111
i9cm_11108,i10cm_37740,Forward,,0111
i9cm_11109,i10cm_32976,Forward,,0000
i9cm_11109,i10cm_33030,Forward,,0000
i9cm_11109,i10cm_37731,Forward,,0000
i9cm_11110,i10cm_11147,Forward,,0112
i9cm_11110,i10cm_32976,Forward,,0111
i9cm_11110,i10cm_33030,Forward,,0111
i9cm_11110,i10cm_37731,Forward,,0111
i9cm_11111,i10cm_33057,Forward,,0000
i9cm_11111,i10cm_33066,Forward,,0000
i9cm_11111,i10cm_37758,Forward,,0000
i9cm_11112,i10cm_11147,Forward,,0112
i9cm_11112,i10cm_33057,Forward,,0111
i9cm_11112,i10cm_33066,Forward,,0111
i9cm_11112,i10cm_37758,Forward,,0111
i9cm_11113,i10cm_37650,Forward,,0000
i9cm_11114,i10cm_11147,Forward,,0112
i9cm_11114,i10cm_37650,Forward,,0111
i9cm_11115,i10cm_37659,Forward,,0000
i9cm_11116,i10cm_11147,Forward,,0112
i9cm_11116,i10cm_37659,Forward,,0111
i9cm_11117,i10cm_37686,Forward,,0000
i9cm_11118,i10cm_11147,Forward,,0112
i9cm_11118,i10cm_37686,Forward,,0111
i9cm_11119,i10cm_37677,Forward,,0000
i9cm_11120,i10cm_11147,Forward,,0112
i9cm_11120,i10cm_37677,Forward,,0111
i9cm_11121,i10cm_37767,Forward,,0000
i9cm_11122,i10cm_11147,Forward,,0112
i9cm_11122,i10cm_37767,Forward,,0111
i9cm_11123,i10cm_37407,Forward,,0000
i9cm_11123,i10cm_37491,Forward,,0000
i9cm_11124,i10cm_11147,Forward,,0112
i9cm_11124,i10cm_37407,Forward,,0111
i9cm_11124,i10cm_37491,Forward,,0111
i9cm_11125,i10cm_37416,Forward,,0000
i9cm_11125,i10cm_37521,Forward,,0000
i9cm_11126,i10cm_11147,Forward,,0112
i9cm_11126,i10cm_37416,Forward,,0111
i9cm_11126,i10cm_37521,Forward,,0111
i9cm_11127,i10cm_37443,Forward,,0000
i9cm_11127,i10cm_37611,Forward,,0000
i9cm_11128,i10cm_11147,Forward,,0112
i9cm_11128,i10cm_37443,Forward,,0111
i9cm_11128,i10cm_37611,Forward,,0111
i9cm_11129,i10cm_37434,Forward,,0000
i9cm_11129,i10cm_37581,Forward,,0000
i9cm_11130,i10cm_11147,Forward,,0112
i9cm_11130,i10cm_37434,Forward,,0111
i9cm_11130,i10cm_37581,Forward,,0111
i9cm_11131,i10cm_37776,Forward,,0000
i9cm_11131,i10cm_37806,Forward,,0000
i9cm_11132,i10cm_11147,Forward,,0112
i9cm_11132,i10cm_37776,Forward,,0111
i9cm_11132,i10cm_37806,Forward,,0111
i9cm_11133,i10cm_42429,Forward,,0000
i9cm_11133,i10cm_42483,Forward,,0000
i9cm_11133,i10cm_46029,Forward,,0000
i9cm_11133,i10cm_50799,Forward,,0000
i9cm_11134,i10cm_11147,Forward,,0112
i9cm_11134,i10cm_42429,Forward,,0111
i9cm_11134,i10cm_42483,Forward,,0111
i9cm_11134,i10cm_45975,Forward,,0111
i9cm_11134,i10cm_46029,Forward,,0111
i9cm_11134,i10cm_50799,Forward,,0111
i9cm_11135,i10cm_42438,Forward,,0000
i9cm_11135,i10cm_42492,Forward,,0000
i9cm_11135,i10cm_46038,Forward,,0000
i9cm_11135,i10cm_50808,Forward,,0000
i9cm_11136,i10cm_11147,Forward,,0112
i9cm_11136,i10cm_42438,Forward,,0111
i9cm_11136,i10cm_42492,Forward,,0111
i9cm_11136,i10cm_45984,Forward,,0111
i9cm_11136,i10cm_46038,Forward,,0111
i9cm_11136,i10cm_50808,Forward,,0111
i9cm_11137,i10cm_42465,Forward,,0000
i9cm_11137,i10cm_42519,Forward,,0000
i9cm_11137,i10cm_46065,Forward,,0000
i9cm_11137,i10cm_50835,Forward,,0000
i9cm_11138,i10cm_11147,Forward,,0112
i9cm_11138,i10cm_42465,Forward,,0111
i9cm_11138,i10cm_42519,Forward,,0111
i9cm_11138,i10cm_46011,Forward,,0111
i9cm_11138,i10cm_46065,Forward,,0111
i9cm_11138,i10cm_50835,Forward,,0111
i9cm_11139,i10cm_42456,Forward,,0000
i9cm_11139,i10cm_42510,Forward,,0000
i9cm_11139,i10cm_46056,Forward,,0000
i9cm_11139,i10cm_50826,Forward,,0000
i9cm_11140,i10cm_11147,Forward,,0112
i9cm_11140,i10cm_42456,Forward,,0111
i9cm_11140,i10cm_42510,Forward,,0111
i9cm_11140,i10cm_46002,Forward,,0111
i9cm_11140,i10cm_46056,Forward,,0111
i9cm_11140,i10cm_50826,Forward,,0111
i9cm_11141,i10cm_42537,Forward,,0000
i9cm_11141,i10cm_42546,Forward,,0000
i9cm_11141,i10cm_46092,Forward,,0000
i9cm_11141,i10cm_50907,Forward,,0000
i9cm_11142,i10cm_11147,Forward,,0112
i9cm_11142,i10cm_42537,Forward,,0111
i9cm_11142,i10cm_42546,Forward,,0111
i9cm_11142,i10cm_46083,Forward,,0111
i9cm_11142,i10cm_46092,Forward,,0111
i9cm_11142,i10cm_50907,Forward,,0111
i9cm_11143,i10cm_50691,Forward,,0000
i9cm_11143,i10cm_50700,Forward,,0000
i9cm_11143,i10cm_50853,Forward,,0000
i9cm_11144,i10cm_11147,Forward,,0112
i9cm_11144,i10cm_50691,Forward,,0111
i9cm_11144,i10cm_50700,Forward,,0111
i9cm_11144,i10cm_50853,Forward,,0111
i9cm_11145,i10cm_50709,Forward,,0000
i9cm_11145,i10cm_50718,Forward,,0000
i9cm_11145,i10cm_50862,Forward,,0000
i9cm_11146,i10cm_11147,Forward,,0112
i9cm_11146,i10cm_50709,Forward,,0111
i9cm_11146,i10cm_50718,Forward,,0111
i9cm_11146,i10cm_50862,Forward,,0111
i9cm_11147,i10cm_50763,Forward,,0000
i9cm_11147,i10cm_50772,Forward,,0000
i9cm_11147,i10cm_50889,Forward,,0000
i9cm_11148,i10cm_11147,Forward,,0112
i9cm_11148,i10cm_50763,Forward,,0111
i9cm_11148,i10cm_50772,Forward,,0111
i9cm_11148,i10cm_50889,Forward,,0111
i9cm_11149,i10cm_50745,Forward,,0000
i9cm_11149,i10cm_50754,Forward,,0000
i9cm_11149,i10cm_50880,Forward,,0000
i9cm_11150,i10cm_11147,Forward,,0112
i9cm_11150,i10cm_50745,Forward,,0111
i9cm_11150,i10cm_50754,Forward,,0111
i9cm_11150,i10cm_50880,Forward,,0111
i9cm_11151,i10cm_50916,Forward,,0000
i9cm_11151,i10cm_50925,Forward,,0000
i9cm_11151,i10cm_50934,Forward,,0000
i9cm_11152,i10cm_11147,Forward,,0112
i9cm_11152,i10cm_50916,Forward,,0111
i9cm_11152,i10cm_50925,Forward,,0111
i9cm_11152,i10cm_50934,Forward,,0111
i9cm_11153,i10cm_23280,Forward,,0000
i9cm_11153,i10cm_23292,Forward,,0000
i9cm_11153,i10cm_23319,Forward,,0000
i9cm_11153,i10cm_23328,Forward,,0000
i9cm_11154,i10cm_24348,Forward,,0000
i9cm_11155,i10cm_24348,Forward,,0000
i9cm_11156,i10cm_24429,Forward,,0000
i9cm_11157,i10cm_53955,Forward,,0000
i9cm_11158,i10cm_11147,Forward,,0112
i9cm_11158,i10cm_53955,Forward,,0111
i9cm_11159,i10cm_53955,Forward,,0000
i9cm_11160,i10cm_11147,Forward,,0112
i9cm_11160,i10cm_53955,Forward,,0111
i9cm_11161,i10cm_53955,Forward,,0000
i9cm_11162,i10cm_11147,Forward,,0112
i9cm_11162,i10cm_53955,Forward,,0111
i9cm_11163,i10cm_53955,Forward,,0000
i9cm_11164,i10cm_11147,Forward,,0112
i9cm_11164,i10cm_53955,Forward,,0111
i9cm_11165,i10cm_53955,Forward,,0000
i9cm_11166,i10cm_11147,Forward,,0112
i9cm_11166,i10cm_53955,Forward,,0111
i9cm_11167,i10cm_23517,Forward,,0000
i9cm_11167,i10cm_25083,Forward,,0000
i9cm_11168,i10cm_23268,Forward,,0000
i9cm_11169,i10cm_23268,Forward,,0000
i9cm_11170,i10cm_24357,Forward,,0000
i9cm_11171,i10cm_24357,Forward,,0000
i9cm_11172,i10cm_24429,Forward,,0000
i9cm_11173,i10cm_26100,Forward,,0000
i9cm_11174,i10cm_26181,Forward,,0000
i9cm_11175,i10cm_27654,Forward,,0000
i9cm_11176,i10cm_27651,Forward,,0000
i9cm_11177,i10cm_27651,Forward,,0000
i9cm_11178,i10cm_26190,Forward,,0000
i9cm_11179,i10cm_27657,Forward,,0000
i9cm_11179,i10cm_27660,Forward,,0000
i9cm_11180,i10cm_53958,Forward,,0000
i9cm_11181,i10cm_26172,Forward,,0000
i9cm_11182,i10cm_30201,Forward,,0000
i9cm_11183,i10cm_30201,Forward,,0000
i9cm_11184,i10cm_30201,Forward,,0000
i9cm_11185,i10cm_30210,Forward,,0000
i9cm_11186,i10cm_30201,Forward,,0000
i9cm_11187,i10cm_32934,Forward,,0000
i9cm_11188,i10cm_32925,Forward,,0000
i9cm_11189,i10cm_37398,Forward,,0000
i9cm_11190,i10cm_37389,Forward,,0000
i9cm_11191,i10cm_37287,Forward,,0000
i9cm_11191,i10cm_37296,Forward,,0000
i9cm_11191,i10cm_37335,Forward,,0000
i9cm_11192,i10cm_30201,Forward,,0000
i9cm_11193,i10cm_30201,Forward,,0000
i9cm_11194,i10cm_42414,Forward,,0000
i9cm_11195,i10cm_42405,Forward,,0000
i9cm_11196,i10cm_45960,Forward,,0000
i9cm_11197,i10cm_45951,Forward,,0000
i9cm_11198,i10cm_50676,Forward,,0000
i9cm_11199,i10cm_50631,Forward,,0000
i9cm_11200,i10cm_50646,Forward,,0000
i9cm_11200,i10cm_50655,Forward,,0000
i9cm_11200,i10cm_50673,Forward,,0000
i9cm_11201,i10cm_42414,Forward,,0000
i9cm_11202,i10cm_42414,Forward,,0000
i9cm_11203,i10cm_53958,Forward,,0000
i9cm_11204,i10cm_53961,Forward,,0000
i9cm_11205,i10cm_24915,Forward,,0000
i9cm_11205,i10cm_24921,Forward,,0000
i9cm_11206,i10cm_26073,Forward,,0000
i9cm_11207,i10cm_30093,Forward,,0000
i9cm_11207,i10cm_30096,Forward,,0000
i9cm_11208,i10cm_30108,Forward,,0000
i9cm_11209,i10cm_30108,Forward,,0000
i9cm_11210,i10cm_27585,Forward,,0000
i9cm_11211,i10cm_27585,Forward,,0000
i9cm_11212,i10cm_27585,Forward,,0000
i9cm_11213,i10cm_32634,Forward,,0000
i9cm_11214,i10cm_32634,Forward,,0000
i9cm_11215,i10cm_32634,Forward,,0000
i9cm_11216,i10cm_32634,Forward,,0000
i9cm_11217,i10cm_32634,Forward,,0000
i9cm_11218,i10cm_36864,Forward,,0000
i9cm_11219,i10cm_36855,Forward,,0000
i9cm_11220,i10cm_42159,Forward,,0000
i9cm_11221,i10cm_42168,Forward,,0000
i9cm_11222,i10cm_42120,Forward,,0000
i9cm_11222,i10cm_42129,Forward,,0000
i9cm_11223,i10cm_32634,Forward,,0000
i9cm_11224,i10cm_32634,Forward,,0000
i9cm_11225,i10cm_45681,Forward,,0000
i9cm_11226,i10cm_45672,Forward,,0000
i9cm_11227,i10cm_50190,Forward,,0000
i9cm_11228,i10cm_50181,Forward,,0000
i9cm_11229,i10cm_53424,Forward,,0000
i9cm_11230,i10cm_53388,Forward,,0000
i9cm_11231,i10cm_53403,Forward,,0000
i9cm_11232,i10cm_45690,Forward,,0000
i9cm_11233,i10cm_45690,Forward,,0000
i9cm_11234,i10cm_45690,Forward,,0000
i9cm_11235,i10cm_45690,Forward,,0000
i9cm_11236,i10cm_53967,Forward,,0000
i9cm_11236,i10cm_53970,Forward,,0000
i9cm_11236,i10cm_53973,Forward,,0000
i9cm_11237,i10cm_53976,Forward,,0000
i9cm_11237,i10cm_53979,Forward,,0000
i9cm_11237,i10cm_53982,Forward,,0000
i9cm_11238,i10cm_53985,Forward,,0000
i9cm_11238,i10cm_53988,Forward,,0000
i9cm_11238,i10cm_53991,Forward,,0000
i9cm_11239,i10cm_53985,Forward,,0000
i9cm_11239,i10cm_53988,Forward,,0000
i9cm_11239,i10cm_53991,Forward,,0000
i9cm_11240,i10cm_53994,Forward,,0000
i9cm_11240,i10cm_53997,Forward,,0000
i9cm_11240,i10cm_54000,Forward,,0000
i9cm_11241,i10cm_54003,Forward,,0000
i9cm_11241,i10cm_54006,Forward,,0000
i9cm_11241,i10cm_54009,Forward,,0000
i9cm_11242,i10cm_54012,Forward,,0000
i9cm_11242,i10cm_54015,Forward,,0000
i9cm_11243,i10cm_54018,Forward,,0000
i9cm_11243,i10cm_54021,Forward,,0000
i9cm_11243,i10cm_54024,Forward,,0000
i9cm_11243,i10cm_54027,Forward,,0000
i9cm_11243,i10cm_54030,Forward,,0000
i9cm_11243,i10cm_54033,Forward,,0000
i9cm_11243,i10cm_54036,Forward,,0000
i9cm_11243,i10cm_54039,Forward,,0000
i9cm_11244,i10cm_54042,Forward,,0000
i9cm_11244,i10cm_54045,Forward,,0000
i9cm_11244,i10cm_54048,Forward,,0000
i9cm_11244,i10cm_54051,Forward,,0000
i9cm_11244,i10cm_54054,Forward,,0000
i9cm_11244,i10cm_54057,Forward,,0000
i9cm_11244,i10cm_54060,Forward,,0000
i9cm_11244,i10cm_54063,Forward,,0000
i9cm_11245,i10cm_54066,Forward,,0000
i9cm_11245,i10cm_54069,Forward,,0000
i9cm_11245,i10cm_54072,Forward,,0000
i9cm_11245,i10cm_54075,Forward,,0000
i9cm_11245,i10cm_54078,Forward,,0000
i9cm_11245,i10cm_54081,Forward,,0000
i9cm_11245,i10cm_54084,Forward,,0000
i9cm_11245,i10cm_54087,Forward,,0000
i9cm_11246,i10cm_54090,Forward,,0000
i9cm_11246,i10cm_54093,Forward,,0000
i9cm_11246,i10cm_54096,Forward,,0000
i9cm_11246,i10cm_54099,Forward,,0000
i9cm_11246,i10cm_54102,Forward,,0000
i9cm_11246,i10cm_54105,Forward,,0000
i9cm_11246,i10cm_54108,Forward,,0000
i9cm_11246,i10cm_54111,Forward,,0000
i9cm_11247,i10cm_54114,Forward,,0000
i9cm_11247,i10cm_54117,Forward,,0000
i9cm_11247,i10cm_54120,Forward,,0000
i9cm_11247,i10cm_54123,Forward,,0000
i9cm_11247,i10cm_54126,Forward,,0000
i9cm_11247,i10cm_54129,Forward,,0000
i9cm_11247,i10cm_54132,Forward,,0000
i9cm_11247,i10cm_54135,Forward,,0000
i9cm_11248,i10cm_54138,Forward,,0000
i9cm_11248,i10cm_54141,Forward,,0000
i9cm_11248,i10cm_54144,Forward,,0000
i9cm_11248,i10cm_54147,Forward,,0000
i9cm_11248,i10cm_54150,Forward,,0000
i9cm_11248,i10cm_54153,Forward,,0000
i9cm_11248,i10cm_54156,Forward,,0000
i9cm_11248,i10cm_54159,Forward,,0000
i9cm_11249,i10cm_54162,Forward,,0000
i9cm_11250,i10cm_54165,Forward,,0000
i9cm_11250,i10cm_54168,Forward,,0000
i9cm_11250,i10cm_54171,Forward,,0000
i9cm_11250,i10cm_54174,Forward,,0000
i9cm_11250,i10cm_54177,Forward,,0000
i9cm_11250,i10cm_54180,Forward,,0000
i9cm_11250,i10cm_54183,Forward,,0000
i9cm_11250,i10cm_54186,Forward,,0000
i9cm_11251,i10cm_54189,Forward,,0000
i9cm_11252,i10cm_54192,Forward,,0000
i9cm_11252,i10cm_54195,Forward,,0000
i9cm_11253,i10cm_54198,Forward,,0000
i9cm_11254,i10cm_54201,Forward,,0000
i9cm_11254,i10cm_54204,Forward,,0000
i9cm_11255,i10cm_54207,Forward,,0000
i9cm_11255,i10cm_54210,Forward,,0000
i9cm_11256,i10cm_54216,Forward,,0000
i9cm_11257,i10cm_54213,Forward,,0000
i9cm_11258,i10cm_54219,Forward,,0000
i9cm_11259,i10cm_54222,Forward,,0000
i9cm_11259,i10cm_54225,Forward,,0000
i9cm_11260,i10cm_56577,Forward,,0000
i9cm_11261,i10cm_56532,Forward,,0000
i9cm_11262,i10cm_56586,Forward,,0000
i9cm_11263,i10cm_56586,Forward,,0000
i9cm_11264,i10cm_56541,Forward,,0000
i9cm_11265,i10cm_56550,Forward,,0000
i9cm_11265,i10cm_56595,Forward,,0000
i9cm_11266,i10cm_56568,Forward,,0000
i9cm_11266,i10cm_56613,Forward,,0000
i9cm_11267,i10cm_54228,Forward,,0000
i9cm_11267,i10cm_54360,Forward,,0000
i9cm_11268,i10cm_54237,Forward,,0000
i9cm_11268,i10cm_54369,Forward,,0000
i9cm_11269,i10cm_56568,Forward,,0000
i9cm_11269,i10cm_56571,Forward,,0000
i9cm_11269,i10cm_56574,Forward,,0000
i9cm_11270,i10cm_54240,Forward,,0000
i9cm_11270,i10cm_54372,Forward,,0000
i9cm_11271,i10cm_54243,Forward,,0000
i9cm_11271,i10cm_54375,Forward,,0000
i9cm_11272,i10cm_54246,Forward,,0000
i9cm_11272,i10cm_54378,Forward,,0000
i9cm_11273,i10cm_54249,Forward,,0000
i9cm_11273,i10cm_54381,Forward,,0000
